age,duration,campaign,job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,y
55,237,2,5,1,6,0,1,0,0,0,2,1,0
43,550,2,0,1,6,0,1,0,0,5,0,1,0
55,504,2,5,1,6,0,1,0,0,1,2,2,1
43,347,4,4,1,6,0,1,0,0,3,3,1,0
50,176,1,0,1,6,0,0,0,0,7,1,2,0
34,92,1,1,1,2,0,0,1,1,6,2,1,0
55,550,1,0,1,6,0,0,1,0,3,0,1,0
39,42,1,9,1,6,0,1,1,0,7,2,1,0
26,58,1,0,2,5,0,1,0,0,3,4,1,0
39,249,4,1,1,2,0,0,0,1,6,1,1,0
32,118,3,0,0,2,0,1,0,0,3,1,1,0
55,44,1,1,1,0,0,0,0,0,1,3,1,0
52,283,3,1,1,2,0,1,0,0,6,0,1,0
26,508,3,10,2,6,0,1,0,0,1,2,2,1
27,404,2,10,2,6,0,0,0,1,4,4,1,0
31,46,1,4,2,6,0,0,0,0,7,2,1,0
42,550,2,4,1,6,0,1,0,0,0,1,0,0
46,60,1,0,0,6,0,0,0,0,7,2,1,0
38,270,4,6,1,2,0,0,0,0,6,4,0,0
26,290,1,8,2,3,0,1,0,0,6,4,0,0
55,147,1,4,1,6,0,1,0,0,7,3,2,1
35,64,5,1,1,1,0,1,0,1,4,2,1,0
27,237,2,8,2,6,0,0,1,0,4,1,2,0
55,279,2,5,1,6,0,1,0,0,7,2,1,0
55,281,2,9,0,6,0,0,0,1,6,0,1,0
39,430,5,7,1,3,0,1,0,1,6,0,1,1
38,117,1,9,0,5,0,1,0,0,1,0,1,0
50,550,4,1,0,0,0,1,0,0,6,3,1,1
26,189,2,0,2,3,0,1,0,0,3,2,1,0
38,113,1,0,2,3,0,1,0,0,9,0,0,0
35,304,1,0,1,6,0,1,0,1,3,0,0,1
35,166,5,0,1,6,0,0,0,0,1,0,1,0
44,36,1,0,2,3,0,1,0,1,1,3,1,0
55,130,1,0,1,2,0,1,0,0,1,3,1,0
46,173,1,9,1,5,0,0,1,0,7,1,1,0
29,307,2,0,2,6,0,1,0,0,9,4,0,0
33,168,1,6,2,6,0,0,0,1,7,2,1,0
47,249,1,1,1,1,0,1,1,1,6,0,1,0
51,81,2,9,1,5,0,1,0,0,1,2,1,0
26,251,2,1,1,2,0,1,1,0,0,2,1,1
55,384,4,5,1,5,0,1,0,0,1,2,1,0
35,160,1,9,1,5,0,1,0,1,4,2,1,0
30,117,3,9,1,6,0,0,1,0,1,1,1,0
35,159,2,9,2,3,0,1,0,1,4,2,1,0
47,505,1,0,1,3,0,0,0,1,6,3,1,0
55,65,5,5,1,0,0,0,1,0,3,1,1,0
47,548,5,7,1,3,0,0,0,1,4,1,1,0
33,208,2,0,1,6,0,0,0,0,9,4,1,1
54,180,2,0,0,6,0,0,0,0,1,1,1,0
55,87,3,3,0,1,0,1,0,0,3,3,1,0
55,133,2,0,1,6,0,1,1,0,8,2,1,0
31,217,1,4,1,3,0,0,0,1,6,4,1,0
45,166,2,9,1,2,0,0,0,1,6,3,1,0
42,136,4,7,1,3,0,1,0,0,3,1,1,0
42,264,1,1,1,6,0,1,1,1,6,3,1,0
44,277,1,4,1,6,0,0,0,0,7,2,1,0
41,48,2,1,0,2,0,1,0,0,6,3,1,0
27,509,4,7,2,3,0,0,0,0,3,3,1,1
43,217,1,4,1,2,0,0,0,0,3,3,1,0
55,154,3,0,1,2,0,0,0,0,7,1,1,0
36,550,2,4,1,6,0,1,0,0,7,4,1,0
40,95,1,9,2,6,0,1,0,0,7,1,2,0
55,98,3,1,1,6,0,1,0,1,6,1,1,0
50,273,1,6,1,6,0,0,0,0,1,2,1,0
35,36,2,1,1,2,0,1,0,0,7,0,1,0
41,127,4,0,2,6,0,0,0,0,1,3,1,0
31,57,1,0,1,3,0,0,0,0,1,2,1,0
32,66,5,4,2,6,0,0,0,1,3,1,1,0
49,231,2,7,2,3,0,0,1,0,6,4,0,0
39,513,2,2,1,6,0,1,0,1,4,0,1,0
36,90,1,0,1,6,0,1,0,0,1,4,0,0
41,288,1,1,1,0,0,1,1,0,0,2,0,0
50,550,2,9,1,5,0,1,1,0,1,2,1,0
55,326,1,1,1,0,0,0,0,1,4,0,1,0
30,219,2,1,1,0,0,1,0,0,6,2,1,0
53,244,2,4,1,6,0,1,0,0,7,3,1,0
39,146,2,7,1,6,0,0,0,0,3,4,1,0
49,178,1,7,1,3,0,1,1,1,6,0,1,0
37,180,2,1,1,0,0,0,0,0,0,4,0,0
38,292,2,9,2,3,0,1,0,0,5,0,1,1
27,246,4,1,2,1,0,1,1,0,3,3,1,0
31,550,1,9,1,6,0,1,0,0,6,1,1,0
32,165,1,7,2,2,0,1,0,0,3,2,1,0
26,108,1,0,2,3,0,1,0,0,6,4,1,0
31,125,3,3,2,3,0,1,0,0,3,4,1,0
49,550,1,5,1,3,0,1,0,0,3,4,1,1
42,213,3,1,1,2,0,0,0,1,4,1,1,0
42,550,1,4,1,6,0,1,1,0,1,3,1,0
51,213,1,0,0,6,0,1,0,1,6,2,1,0
52,264,2,0,2,2,0,0,0,1,6,4,1,0
55,286,1,4,1,6,0,1,0,0,7,4,1,0
29,550,3,9,2,5,0,0,0,0,7,0,1,1
41,351,1,9,1,2,0,0,0,1,6,4,1,0
43,128,3,1,1,0,0,1,0,0,6,1,1,0
36,324,3,0,1,3,0,0,0,0,1,2,1,0
50,191,3,2,1,6,0,1,0,0,6,3,1,0
53,381,2,7,1,3,0,1,0,1,4,1,1,0
55,142,1,0,1,6,0,0,0,0,7,0,1,0
33,84,1,9,2,5,0,1,0,0,1,4,1,0
53,86,5,7,1,0,0,0,0,1,6,0,1,0
51,220,1,1,1,2,0,1,1,0,6,4,1,0
27,41,2,7,2,6,0,1,0,0,4,1,1,0
35,207,1,4,1,6,0,0,0,0,7,0,1,0
41,385,1,1,1,1,0,0,0,1,4,1,1,0
52,257,1,9,0,2,0,1,1,1,6,1,1,0
29,104,2,1,1,2,0,1,0,0,3,1,1,0
55,162,3,6,1,0,0,0,0,1,4,4,1,0
43,550,1,6,1,2,0,0,0,1,4,1,1,1
39,123,3,0,1,1,0,1,0,1,6,2,1,0
26,103,3,0,2,6,0,1,0,0,0,2,1,0
37,86,1,0,1,6,0,1,0,0,1,1,1,0
26,151,5,0,2,6,0,1,0,0,4,4,0,0
36,142,2,7,2,3,0,1,0,0,0,1,0,0
37,132,1,9,2,6,0,0,0,1,6,0,1,0
37,271,2,0,2,6,0,1,0,0,3,0,1,0
50,336,1,9,1,5,0,1,0,0,7,3,1,0
26,550,2,1,1,5,0,1,0,0,6,2,1,0
32,550,2,7,1,3,0,0,0,0,3,1,1,0
26,78,2,1,1,2,0,0,0,0,0,2,1,1
33,550,1,9,1,5,0,0,1,0,1,3,1,1
55,265,2,4,2,2,0,1,0,1,6,3,1,0
43,193,5,9,1,5,0,1,0,1,3,2,1,0
39,214,1,0,1,3,0,1,0,0,3,0,1,0
34,301,2,0,1,6,0,1,0,0,6,1,0,0
30,56,2,1,2,2,0,0,0,0,3,2,1,0
46,507,3,7,1,0,0,0,0,0,1,3,1,0
30,275,2,1,1,1,0,0,0,1,6,4,1,0
41,475,2,1,1,2,0,0,0,1,6,0,1,0
27,99,1,1,2,2,0,1,0,0,6,2,1,0
42,200,1,9,0,5,0,0,0,0,7,1,0,0
36,197,1,1,0,1,0,1,0,0,6,4,0,0
26,36,2,7,2,2,0,1,1,1,6,3,1,0
33,144,3,7,1,2,0,1,0,0,6,2,1,0
41,187,3,0,1,6,0,1,0,1,6,4,1,0
50,87,1,9,1,5,0,0,0,0,3,4,1,0
32,169,2,9,2,5,0,0,0,0,1,0,1,0
42,126,2,9,1,5,0,1,1,0,7,1,0,0
48,36,5,7,2,2,0,1,0,0,0,1,1,0
41,187,5,1,1,0,0,1,0,0,6,4,1,0
39,206,1,9,2,5,0,0,0,1,3,2,1,0
26,123,4,1,2,2,0,1,0,0,3,2,1,0
38,169,1,0,1,3,0,1,0,1,4,1,1,0
55,241,5,1,1,0,0,0,0,0,3,1,1,0
38,159,1,0,1,3,0,1,1,0,6,0,1,0
51,46,4,6,1,6,0,0,0,0,7,0,0,0
39,550,2,3,1,0,0,0,0,0,1,4,1,0
46,64,1,2,1,2,0,0,0,1,4,2,1,0
43,550,2,9,2,6,0,0,1,1,6,3,1,0
27,36,1,0,2,3,0,1,0,1,7,0,1,0
45,55,5,0,1,6,0,1,0,0,9,3,0,0
55,198,4,1,1,0,0,1,0,0,3,0,1,0
39,445,2,9,0,5,0,0,1,0,6,4,0,0
40,64,4,6,1,2,0,1,1,0,0,1,1,0
35,108,1,9,1,5,0,1,0,1,4,2,1,0
26,36,3,6,1,0,0,0,0,1,6,3,1,0
29,315,2,0,1,3,0,0,0,0,6,3,0,0
32,550,1,0,2,6,0,0,1,0,3,2,1,1
37,403,1,2,1,6,0,1,0,1,4,1,1,0
45,194,2,1,1,6,0,0,0,0,1,3,1,0
35,282,2,9,1,5,0,0,0,1,5,2,2,0
37,59,1,10,1,5,0,1,0,0,3,4,1,0
40,102,5,1,1,5,0,0,0,0,3,1,1,0
49,267,1,9,1,5,0,0,0,0,7,3,1,0
40,550,2,4,1,6,0,0,0,0,7,3,0,1
36,410,4,2,1,6,0,0,0,1,6,1,1,1
43,57,1,1,1,1,0,1,0,0,6,2,1,0
26,252,1,0,2,3,0,0,0,0,3,1,1,0
38,235,5,9,1,6,0,1,1,0,1,3,1,0
30,474,2,1,1,1,0,1,0,0,3,0,1,1
36,194,1,1,1,2,0,1,0,0,3,2,1,0
29,248,3,0,2,6,0,1,0,1,6,4,1,0
55,258,1,1,1,0,0,1,0,0,1,3,1,0
55,87,4,5,1,0,0,0,0,0,1,2,1,0
30,550,4,0,0,6,0,1,0,0,6,0,0,1
30,83,4,7,1,6,0,1,1,1,6,4,1,0
33,257,1,4,2,6,0,0,0,1,4,4,1,0
34,36,1,0,2,3,0,1,0,1,1,0,1,0
39,550,2,2,1,5,0,1,0,0,7,2,1,0
38,390,1,0,1,3,0,1,1,0,0,2,1,1
38,550,1,1,1,2,0,0,0,0,7,4,0,0
54,160,1,0,1,3,0,0,0,1,6,1,1,0
45,36,5,9,1,5,0,0,0,1,3,4,1,0
46,218,2,1,2,0,0,0,0,1,6,2,1,0
33,36,5,0,2,6,0,0,0,0,6,4,1,0
55,141,2,3,1,5,0,1,0,0,2,0,1,1
55,464,2,9,1,6,0,0,0,1,6,0,1,0
35,550,2,1,1,5,0,1,1,1,6,4,1,0
40,251,3,9,1,5,0,1,0,1,6,3,1,0
30,482,3,7,1,5,0,1,0,0,7,4,0,0
39,501,2,10,1,6,0,1,0,1,6,1,1,0
48,532,5,9,2,6,0,0,0,0,1,3,1,0
52,36,5,0,0,3,0,0,0,1,4,1,1,0
39,82,4,4,1,3,0,0,0,0,1,2,1,0
35,349,2,4,1,6,0,0,0,1,6,1,1,0
38,234,1,9,1,3,0,1,0,0,1,3,1,0
29,178,1,1,0,3,0,1,0,1,3,2,1,0
37,124,4,1,1,2,0,0,0,1,4,0,1,0
42,280,5,10,1,6,0,1,0,1,1,2,1,0
55,368,2,4,1,5,0,1,1,1,4,2,1,0
29,202,2,1,1,2,0,0,0,0,6,0,1,0
37,139,1,7,2,3,0,0,0,1,6,4,1,0
26,184,2,7,2,1,0,0,0,0,3,3,1,0
45,545,3,9,2,6,0,0,0,0,1,2,1,0
26,173,3,1,1,3,0,0,1,1,4,2,1,0
52,304,2,9,1,5,0,0,0,1,3,3,1,0
35,117,3,7,1,3,0,1,0,0,6,2,0,0
46,96,1,10,1,2,0,1,0,0,4,3,1,0
35,74,1,7,0,3,0,1,0,1,4,2,1,0
55,73,5,1,0,2,0,1,0,1,6,1,1,0
31,113,2,9,2,3,0,1,0,0,1,4,1,0
36,544,1,10,2,0,0,0,0,1,6,0,1,0
48,253,3,0,1,2,0,0,0,0,6,0,1,0
34,36,1,0,1,3,0,1,1,1,6,0,1,0
43,86,2,7,2,6,0,1,0,1,4,4,1,0
50,135,4,1,1,0,0,0,0,0,4,3,0,0
32,90,1,0,2,6,0,1,0,1,1,0,1,0
55,204,1,2,1,6,0,0,0,1,6,1,1,0
33,78,5,1,2,1,0,1,0,0,6,3,0,0
35,156,1,9,1,5,0,1,0,0,6,4,1,0
34,252,4,1,1,0,0,0,0,1,3,1,1,0
37,550,3,0,1,3,0,1,0,1,4,1,1,0
48,269,1,9,1,5,0,1,1,0,0,2,0,1
37,372,1,7,1,1,0,1,0,0,7,1,1,0
48,550,4,3,1,1,0,1,0,0,7,4,0,0
40,74,1,1,1,0,0,1,1,0,7,2,1,0
26,90,1,1,1,3,0,0,0,1,3,4,1,0
33,550,1,1,1,2,0,1,0,0,6,0,1,1
37,294,2,2,0,6,0,1,0,0,6,2,0,0
55,345,1,4,1,6,0,1,1,0,3,2,1,0
37,369,3,7,0,3,0,1,0,0,0,1,1,0
46,98,2,10,1,2,0,0,0,0,1,4,1,0
30,170,3,4,1,6,0,1,0,0,5,1,1,0
26,194,2,1,1,2,0,1,0,1,6,1,1,0
36,95,1,1,1,2,0,0,0,1,6,4,1,0
44,207,1,0,1,1,0,0,0,1,6,2,1,0
39,371,2,0,1,2,0,0,0,0,1,2,1,0
53,446,1,1,0,0,0,0,1,0,3,3,1,0
26,550,1,8,2,6,0,1,1,0,1,0,2,1
45,124,1,1,1,2,0,0,1,1,4,0,1,0
33,144,5,9,1,5,0,1,0,0,3,4,1,0
44,75,2,7,2,3,0,0,0,0,7,4,0,0
52,338,1,0,1,6,0,1,0,0,6,4,1,1
30,238,3,0,1,6,0,1,0,1,6,0,1,0
37,155,3,0,1,3,0,0,0,1,4,1,1,0
40,51,1,7,1,3,0,0,0,0,7,3,0,0
51,550,2,1,1,0,0,0,0,1,6,3,1,0
30,169,2,1,2,1,0,1,0,1,4,0,1,0
55,79,1,6,0,3,0,0,0,0,7,3,1,0
34,90,5,4,2,6,0,0,0,0,3,2,1,0
32,307,2,1,1,2,0,0,0,1,4,2,1,0
31,233,1,0,1,3,0,0,0,1,6,3,1,0
34,147,1,0,1,6,0,1,1,0,7,4,1,0
40,196,1,10,1,3,0,1,0,1,4,1,1,0
26,214,2,8,2,3,0,1,1,1,6,2,2,1
33,36,3,2,2,6,0,1,0,0,6,1,0,0
31,201,3,10,1,2,0,1,0,0,6,0,2,0
55,162,1,5,0,3,0,0,0,1,0,3,2,1
37,42,1,0,1,3,0,0,0,1,6,1,1,0
55,307,1,5,1,0,0,0,0,0,3,3,1,0
55,75,1,3,1,0,0,1,1,0,7,0,0,0
49,240,1,4,1,6,0,1,0,0,0,2,0,1
40,277,2,7,1,3,0,1,0,0,0,0,0,0
52,60,1,6,1,0,0,0,0,1,4,2,1,0
55,59,1,9,1,5,0,1,0,1,4,4,1,0
55,99,1,5,1,0,0,1,0,0,7,2,1,1
38,110,1,1,1,2,0,0,0,0,0,3,0,0
51,272,1,9,1,5,0,0,0,0,7,4,1,0
30,176,2,9,1,6,0,0,0,0,1,1,1,0
40,392,4,9,1,6,0,1,0,0,1,1,1,0
43,298,2,7,2,3,0,0,0,0,7,0,1,0
32,72,1,7,2,3,0,1,0,0,3,4,1,0
55,550,1,10,1,0,0,0,0,0,4,1,1,1
50,425,2,1,2,5,0,0,0,0,6,4,1,0
49,550,5,0,0,6,0,1,1,0,1,0,1,0
33,87,3,0,2,6,0,0,1,0,1,1,1,0
27,54,1,8,1,3,0,1,0,1,6,4,1,0
38,345,2,4,0,6,0,1,0,0,1,3,1,0
32,261,1,1,1,2,0,1,0,1,4,4,1,0
26,217,2,10,1,2,0,1,1,0,6,2,0,0
31,36,1,9,1,5,0,1,1,1,1,2,1,0
48,550,1,9,1,3,0,0,0,1,6,0,1,0
36,309,2,0,0,6,0,1,0,1,6,2,1,0
42,426,1,4,1,6,0,0,0,1,6,1,1,0
41,264,2,1,1,1,0,1,0,0,7,4,1,0
35,187,1,0,2,3,0,1,0,0,6,2,1,0
36,122,1,0,1,3,0,1,0,0,3,0,0,0
26,380,1,8,2,6,0,1,0,0,7,1,0,1
55,139,2,5,1,5,0,0,0,0,1,3,1,0
39,81,1,1,2,6,0,0,0,0,3,4,1,0
43,197,1,0,1,3,0,1,0,0,3,3,1,0
29,347,1,2,2,6,0,0,0,1,4,4,1,0
49,187,5,4,0,6,0,0,1,0,7,4,0,0
34,262,1,1,1,0,0,0,1,0,6,2,1,0
32,119,2,9,2,6,0,1,0,1,3,2,1,0
38,501,2,0,2,2,0,1,1,0,7,1,1,0
43,108,1,0,1,6,0,0,0,0,4,1,0,0
44,141,2,1,1,1,0,0,0,0,1,3,1,0
35,550,1,7,2,0,0,1,0,1,6,3,1,1
45,109,1,0,1,2,0,1,0,1,6,3,1,0
31,550,5,9,1,5,0,0,1,1,4,0,1,1
37,550,2,1,0,0,0,0,0,0,0,0,1,0
29,480,1,0,2,3,0,1,0,0,3,2,2,1
31,375,2,8,2,6,0,1,0,0,1,2,1,1
53,345,1,2,2,2,0,0,0,1,6,4,1,0
30,36,5,8,2,3,0,1,0,0,0,1,0,0
32,324,5,1,2,2,0,0,0,0,7,2,1,0
35,36,5,9,1,5,0,1,0,0,3,2,1,0
38,550,2,1,2,2,0,1,0,1,6,0,1,0
55,416,4,6,1,6,0,1,0,0,3,4,1,1
32,550,3,1,1,2,0,0,0,1,6,4,1,1
39,550,5,0,1,6,0,0,0,1,6,1,1,1
55,550,1,5,1,5,0,0,0,1,9,0,0,0
46,185,4,0,1,3,0,1,0,1,6,0,1,0
27,36,5,1,2,2,0,1,0,1,3,1,1,0
55,36,5,0,1,3,0,1,0,1,4,0,1,0
46,550,4,9,0,5,0,0,0,1,3,3,1,0
29,129,5,0,2,6,0,0,0,1,3,4,1,0
40,178,5,1,1,0,0,1,0,1,7,4,0,0
42,197,1,9,1,3,0,1,0,0,3,4,1,0
27,121,1,0,2,3,0,1,0,0,3,3,1,0
39,364,3,0,2,6,0,0,1,1,6,2,1,0
47,156,4,0,2,6,0,1,0,0,1,2,1,0
55,188,1,4,1,6,0,1,0,1,3,2,1,0
41,391,2,1,0,1,0,1,0,1,6,1,1,0
41,59,5,9,2,6,0,1,0,1,6,0,1,0
55,76,4,0,1,3,0,1,0,1,6,2,1,0
26,122,1,4,2,6,0,1,0,0,0,1,1,1
38,68,2,4,1,6,0,1,1,0,3,2,1,0
39,213,1,6,1,1,0,0,1,1,4,0,1,0
55,129,2,4,1,3,0,1,0,0,6,0,0,0
34,113,3,0,2,6,0,1,0,0,1,4,1,0
34,139,1,7,1,3,0,0,0,1,6,3,1,0
40,499,1,0,1,6,0,0,1,0,0,2,1,1
42,131,2,1,1,0,0,0,0,0,6,2,1,0
55,233,1,5,0,2,0,0,0,0,5,1,1,0
30,95,3,0,2,3,0,0,0,0,3,4,1,0
55,119,5,5,1,0,0,1,0,0,3,0,0,0
26,550,1,9,2,5,0,1,0,0,3,4,1,1
45,210,3,3,1,5,0,0,0,1,4,2,1,0
38,258,1,1,1,1,0,1,0,1,4,3,1,0
43,44,2,9,2,5,0,0,0,1,3,4,1,0
39,114,3,0,2,6,0,1,0,0,1,1,1,0
55,69,1,1,1,0,0,0,0,1,4,2,1,0
34,152,2,6,2,6,0,1,1,0,0,1,1,0
55,550,2,0,0,6,0,1,0,1,6,0,1,1
28,70,1,0,2,6,0,0,0,0,1,0,1,0
30,36,5,7,1,3,0,1,0,0,3,3,1,0
50,550,5,9,1,5,0,0,0,0,3,1,1,1
34,174,1,1,2,2,0,1,1,0,6,3,1,0
31,171,4,6,1,5,0,1,0,0,5,2,0,1
31,162,5,1,1,2,0,1,0,1,6,1,1,0
34,166,1,9,1,5,0,0,0,0,3,1,1,0
46,251,1,9,1,5,0,0,0,1,6,2,1,0
26,80,1,8,2,3,0,1,0,1,0,2,1,0
28,212,2,1,2,2,0,1,0,1,6,3,1,0
39,250,3,1,1,2,0,0,0,1,4,0,1,0
33,43,5,0,2,6,0,1,0,0,1,4,1,0
49,185,1,9,0,2,0,1,0,1,6,1,1,0
26,110,2,1,2,3,0,1,1,0,3,1,1,0
32,74,2,7,0,3,0,1,0,0,7,3,0,0
29,78,1,9,1,3,0,1,0,0,1,4,1,0
27,240,1,1,2,0,0,1,0,0,0,2,1,0
44,210,2,2,2,6,0,1,0,0,6,0,1,0
26,457,3,0,1,6,0,1,0,0,4,1,1,0
31,265,3,9,1,6,0,1,1,0,1,2,1,0
53,78,3,6,1,6,0,1,0,0,3,1,1,0
38,197,1,0,1,3,0,1,0,0,6,4,1,0
55,82,3,10,1,5,0,0,0,0,1,2,1,0
55,186,5,1,1,0,0,1,0,1,6,2,1,0
53,97,5,2,0,6,0,1,0,0,3,4,1,0
31,550,2,7,2,3,0,1,0,0,6,3,1,1
27,104,1,1,2,2,0,1,0,1,3,4,1,0
47,252,2,1,1,0,0,1,0,1,4,0,1,0
55,104,2,9,1,6,0,0,0,0,5,1,2,1
55,159,1,5,1,3,0,1,0,0,6,3,0,0
27,212,4,7,2,3,0,0,0,0,6,0,1,0
32,126,3,0,1,6,0,1,0,0,1,3,1,0
44,56,5,0,1,6,0,0,0,0,1,1,1,0
55,211,2,3,1,0,0,1,1,1,6,3,1,0
52,136,3,0,0,3,0,1,0,0,3,3,1,0
48,36,5,1,1,2,0,0,0,0,1,2,1,0
30,51,3,7,1,6,0,1,0,1,6,4,1,0
39,95,1,4,1,6,0,1,0,0,4,4,1,0
41,314,2,7,1,3,0,1,0,0,6,4,1,1
55,550,1,5,1,5,0,1,1,0,4,1,1,1
26,170,1,7,2,6,0,1,0,0,3,4,1,0
31,136,5,0,1,3,0,0,0,0,3,0,1,0
33,318,1,4,1,6,0,1,0,0,7,1,1,0
29,88,2,0,2,6,0,1,0,0,1,4,1,0
36,460,1,1,1,1,0,0,0,0,6,1,1,0
41,64,1,2,0,6,0,0,0,1,6,0,1,0
43,281,1,0,1,6,0,1,0,0,4,3,1,0
41,182,1,0,1,6,0,1,0,0,9,1,1,0
41,39,5,6,0,6,0,1,0,1,4,0,1,0
55,36,5,0,1,6,0,1,1,1,6,2,1,0
28,174,5,9,2,6,0,1,0,0,3,4,1,0
50,56,2,9,1,5,0,1,0,1,6,2,1,0
31,212,2,9,2,5,0,1,0,0,8,2,1,1
42,126,2,0,1,6,0,0,0,1,6,0,1,0
52,425,2,9,1,5,0,1,0,0,1,3,1,0
37,291,5,0,0,6,0,1,0,0,6,4,0,0
30,262,1,1,2,2,0,1,0,0,3,2,1,0
55,550,2,4,1,0,0,1,0,0,3,3,1,0
40,66,1,7,1,3,0,1,0,0,7,3,1,0
44,76,3,0,2,2,0,1,0,1,4,1,1,0
55,53,5,0,2,2,0,0,1,0,3,1,1,0
48,83,1,4,1,6,0,1,1,0,1,3,1,0
31,370,2,9,2,5,0,0,0,0,1,1,1,0
33,442,1,9,1,3,0,0,0,0,1,0,1,0
55,420,4,3,1,0,0,0,0,1,1,1,1,0
39,72,1,0,2,6,0,1,0,0,0,1,0,0
38,154,1,1,1,2,0,1,0,0,7,3,1,0
35,550,1,7,2,0,0,0,0,1,4,1,1,0
38,550,4,1,1,1,0,1,0,1,6,1,1,0
50,179,1,0,0,2,0,1,0,1,6,4,1,0
38,420,1,0,2,6,0,1,0,0,5,2,1,1
33,54,3,0,2,6,0,0,0,0,1,3,1,0
53,550,2,9,1,5,0,0,0,1,6,4,1,1
47,40,1,0,0,6,0,1,0,0,0,1,0,0
29,342,1,1,1,1,0,0,0,0,6,3,0,0
55,389,1,5,1,3,0,0,0,1,4,1,1,0
36,550,5,2,1,3,0,1,0,0,0,3,1,0
26,267,1,8,2,0,0,1,0,0,1,4,1,1
29,36,5,0,1,1,0,1,0,0,6,0,0,0
31,160,1,9,1,5,0,1,0,0,0,2,1,0
49,295,2,0,0,1,0,0,0,0,7,3,1,0
45,119,2,1,1,6,0,0,0,0,0,0,1,0
52,186,1,1,1,2,0,1,0,0,6,1,1,0
33,204,1,0,1,6,0,0,0,0,1,0,1,0
43,274,3,4,2,6,0,1,0,0,6,2,0,0
27,357,1,1,1,6,0,0,1,1,6,0,1,0
41,147,1,7,0,2,0,0,0,1,4,2,1,0
28,72,3,7,2,3,0,0,0,1,6,4,1,0
31,36,5,9,2,3,0,1,1,0,6,1,1,0
50,182,2,0,1,3,0,1,0,1,7,0,1,0
46,236,2,10,1,2,0,1,0,0,4,3,1,1
49,36,2,0,1,6,0,0,0,1,4,4,1,0
33,151,1,6,1,2,0,1,0,0,3,2,1,0
55,260,1,5,1,2,0,1,1,0,6,1,0,0
51,104,4,1,1,0,0,0,0,0,6,4,1,0
48,110,2,0,1,3,0,1,0,0,1,4,1,0
51,65,1,4,1,6,0,1,0,0,3,4,1,0
42,76,4,0,1,3,0,1,0,0,1,1,1,0
31,239,2,0,2,3,0,1,1,1,6,3,1,0
31,168,2,0,2,3,0,0,0,0,3,0,1,0
29,280,5,0,2,2,0,0,0,1,3,3,1,0
55,59,3,4,1,6,0,0,1,1,6,0,1,0
28,187,2,6,2,6,0,1,1,0,4,1,1,0
34,148,1,0,1,6,0,1,0,0,1,3,1,0
37,550,1,10,2,2,0,1,1,0,3,4,1,1
35,117,3,1,1,2,0,0,0,0,3,0,1,0
32,114,2,9,2,6,0,1,0,0,1,3,1,0
47,196,1,0,0,6,0,0,0,1,6,3,1,0
44,89,4,6,1,6,0,0,0,0,7,0,1,0
35,550,1,9,0,5,0,1,0,0,0,4,1,0
26,62,1,9,2,2,0,0,0,0,6,0,0,0
55,162,5,5,0,3,0,1,0,0,3,2,1,0
36,265,1,1,1,2,0,1,0,0,6,2,1,0
31,427,1,0,1,6,0,0,0,0,7,2,1,0
41,112,2,0,2,6,0,0,0,1,6,1,1,0
48,137,3,3,1,2,0,1,0,0,1,3,1,0
53,206,3,9,1,5,0,0,0,0,6,1,1,1
43,72,3,0,1,2,0,0,0,0,3,0,1,0
50,252,1,0,1,6,0,1,1,0,1,3,1,0
39,328,2,0,1,1,0,0,0,1,6,2,1,0
34,250,3,0,1,6,0,0,1,0,9,1,1,1
48,550,1,9,1,3,0,0,0,1,6,0,1,0
46,59,5,3,1,0,0,1,0,0,3,1,1,0
46,267,1,9,1,2,0,1,0,0,3,3,1,0
34,48,2,8,0,6,0,1,0,0,7,2,1,0
37,188,1,9,0,3,0,0,0,0,0,0,1,0
44,109,4,1,1,2,0,0,0,1,4,0,1,0
48,550,2,1,1,3,0,1,0,1,4,2,1,0
33,508,1,9,1,6,0,1,0,0,6,1,1,1
30,36,5,7,2,3,0,1,0,0,6,2,0,0
41,163,2,1,1,0,0,0,0,1,6,3,1,0
51,118,2,9,1,5,0,1,0,0,1,4,1,0
55,240,5,1,1,6,0,1,0,0,3,2,1,0
34,189,3,9,1,5,0,1,1,0,1,2,1,0
30,49,2,9,1,6,0,1,0,1,4,2,1,0
43,40,2,2,1,0,0,1,0,0,7,3,1,0
39,256,1,9,1,6,0,1,1,0,6,0,2,0
29,550,2,2,1,3,0,1,0,0,3,0,1,0
31,164,1,1,1,1,0,1,0,0,6,0,1,0
54,461,2,2,0,6,0,0,1,0,0,2,0,0
30,171,1,0,2,6,0,1,0,0,7,2,0,0
36,56,1,0,1,5,0,1,0,0,1,0,1,0
40,161,3,1,1,0,0,1,0,1,4,3,1,0
40,377,1,0,1,6,0,0,0,1,6,1,1,0
51,88,1,0,0,6,0,0,0,0,1,0,1,0
37,279,1,6,1,6,0,1,0,0,6,0,1,0
41,550,1,7,1,6,0,1,1,0,7,2,1,0
36,217,2,2,1,6,0,1,0,1,4,0,1,0
38,114,3,6,2,6,0,1,0,1,6,3,1,0
31,232,5,0,2,6,0,1,1,1,6,1,1,0
29,272,2,7,2,1,0,1,0,0,6,4,1,0
30,213,3,1,1,0,0,1,0,1,4,4,1,0
38,170,2,0,2,6,0,1,0,1,4,0,1,0
